,Min,Max,Mean,Median,Std Dev
prevalence_of_undernourishment,2.49342835182202,59.089780966639296,15.783889612272723,12.1863965297841,11.808197756401658
predicted_prevalence_of_undernourishment,2.18113970756531,62.981929779052706,15.9437938867681,12.359659194946301,11.883744818901818
